name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-1023 b,2264,7.41 Earths,14.7121,2016
Kepler-1024 b,3547,14.5 Earths,16.272,2016
Kepler-1025 b,2622,4.58 Earths,13.695,2016
Kepler-1026 b,1146,5.52 Earths,14.463,2016
Kepler-1027 b,1321,0.64 Earths,12.994,2016
Kepler-1028 b,1983,2.33 Earths,14.611,2016
Kepler-1029 b,1196,2.13 Earths,14.434,2016
Kepler-102 b,352,4.3 Earths,12.072,2014
Kepler-102 c,352,3 Earths,12.072,2014
Kepler-102 d,352,3.8 Earths,12.072,2014
Kepler-102 e,352,8.93 Earths,12.072,2013
Kepler-102 f,352,5.2 Earths,12.072,2014
Kepler-1030 b,2475,6.71 Earths,16.003,2016
Kepler-1031 b,2228,0.59 Earths,13.877,2016
Kepler-1032 b,2195,4.16 Earths,16.007,2016
Kepler-1033 b,4748,6.85 Earths,16.186,2016
Kepler-1034 b,2135,5.73 Earths,15.269,2016
Kepler-1035 b,1834,1.71 Earths,13.097,2016
Kepler-1036 b,1597,9.32 Earths,13.87,2016
Kepler-1037 b,1458,2.18 Earths,14.475,2016
Kepler-1038 b,1905,12.2 Earths,15.03,2016
Kepler-1038 c,1905,2.59 Earths,15.03,2021
Kepler-1039 b,1001,2.73 Earths,14.438,2016
Kepler-103 b,1614,9.7 Earths,11.883,2014
Kepler-103 c,1614,36.1 Earths,11.883,2014
Kepler-1040 b,1573,4.98 Earths,13.614,2016
Kepler-1041 b,4847,8.96 Earths,14.576,2016
Kepler-1042 b,2150,5.43 Earths,16.004,2016
Kepler-1043 b,2947,7.04 Earths,14.949,2016
Kepler-1044 b,4172,7.61 Earths,15.478,2016
Kepler-1045 b,3074,7.7 Earths,15.879,2016
Kepler-1046 b,2354,3.57 Earths,13.347,2016
Kepler-1047 b,2667,5.02 Earths,13.46,2016
Kepler-1047 c,2667,0.937 Earths,13.46,2016
Kepler-1048 b,1814,3.22 Earths,15.138,2016
Kepler-1049 b,528,0.809 Earths,14.695,2016
Kepler-104 b,1307,19.6 Earths,12.697,2014
Kepler-104 c,1307,9.96 Earths,12.697,2014
Kepler-104 d,1307,12.5 Earths,12.697,2014
Kepler-1121 b,1572,4.31 Earths,12.144,2016
Kepler-1122 b,4014,4.82 Earths,15.405,2016
Kepler-1123 b,2298,3.43 Earths,14.933,2016
Kepler-1124 b,946,2.18 Earths,16.745,2016
Kepler-1125 b,6561,4.04 Earths,15.042,2016
Kepler-1126 b,2074,3.64 Earths,14.221,2016
Kepler-1127 b,2748,4.5 Earths,15.162,2016
Kepler-1128 b,3534,12.9 Earths,15.934,2016
Kepler-1129 b,3862,9.06 Earths,15.661,2016
Kepler-1129 c,3862,7.9 Earths,15.661,2016
Kepler-112 b,1674,6.17 Earths,13.927,2014
Kepler-112 c,1674,6.35 Earths,13.927,2014
Kepler-1130 b,813,0.437 Earths,12.509,2016
Kepler-1130 c,813,0.422 Earths,12.509,2021
Kepler-1130 d,813,0.202 Earths,12.509,2021
Kepler-1131 b,3362,3.15 Earths,15.01,2016
Kepler-1132 b,2831,6.12 Earths,15.818,2016
Kepler-1133 b,2457,4.54 Earths,14.785,2016
Kepler-1134 b,3081,7.46 Earths,16.233,2016
Kepler-1135 b,4288,4.08 Earths,14.545,2016
Kepler-1136 b,1603,3.33 Earths,16.037,2016
Kepler-1137 b,3007,5.48 Earths,12.827,2016
Kepler-1138 b,2846,3.53 Earths,15.885,2016
Kepler-1139 b,1615,1.81 Earths,14.229,2016
Kepler-113 b,856,11.7 Earths,13.655,2014
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1065 c,3662,3.19 Earths,15.744,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1067 c,2178,3.7 Earths,14.395,2021
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1065 c,3662,3.19 Earths,15.744,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1067 c,2178,3.7 Earths,14.395,2021
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1065 c,3662,3.19 Earths,15.744,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1067 c,2178,3.7 Earths,14.395,2021
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1065 c,3662,3.19 Earths,15.744,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1067 c,2178,3.7 Earths,14.395,2021
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1065 c,3662,3.19 Earths,15.744,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1067 c,2178,3.7 Earths,14.395,2021
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1065 c,3662,3.19 Earths,15.744,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1067 c,2178,3.7 Earths,14.395,2021
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1065 c,3662,3.19 Earths,15.744,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1067 c,2178,3.7 Earths,14.395,2021
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1065 c,3662,3.19 Earths,15.744,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1067 c,2178,3.7 Earths,14.395,2021
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1065 c,3662,3.19 Earths,15.744,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1067 c,2178,3.7 Earths,14.395,2021
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1065 c,3662,3.19 Earths,15.744,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1067 c,2178,3.7 Earths,14.395,2021
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1065 c,3662,3.19 Earths,15.744,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1067 c,2178,3.7 Earths,14.395,2021
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1065 c,3662,3.19 Earths,15.744,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1067 c,2178,3.7 Earths,14.395,2021
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1065 c,3662,3.19 Earths,15.744,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1067 c,2178,3.7 Earths,14.395,2021
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1065 c,3662,3.19 Earths,15.744,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1067 c,2178,3.7 Earths,14.395,2021
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1065 c,3662,3.19 Earths,15.744,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1067 c,2178,3.7 Earths,14.395,2021
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1065 c,3662,3.19 Earths,15.744,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1067 c,2178,3.7 Earths,14.395,2021
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1065 c,3662,3.19 Earths,15.744,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1067 c,2178,3.7 Earths,14.395,2021
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
